touchpoint_id,customer_id,session_id,journey_id,touchpoint_date,touchpoint_datetime,touchpoint_hour,day_of_week,week_number,month,quarter,year,channel,channel_category,campaign_name,utm_source,utm_medium,touchpoint_position,total_touchpoints,is_first_touch,is_last_touch,position_label,days_since_first_touch,customer_segment,region,device_type,session_duration_sec,pages_viewed,bounce_flag,touchpoint_cost_usd,converted,journey_converted,conversion_date,days_to_conversion,order_value_usd,journey_order_value,is_duplicate_flag
TP-0001851,CUST-00576,SESS-CUST-00576-2,JRN-CUST-00576,2024-07-30,2024-07-30 00:00:00,0.0,Tuesday,31,7,Q3,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,2,2,0,1,Last Touch,8,New Customer,Middle East & Africa,Mobile,225,4,0,1.6942,0,0,,,0.0,0.0,0
TP-0001852,CUST-00577,SESS-CUST-00577-1,JRN-CUST-00577,2024-02-21,2024-02-21 00:00:00,0.0,Wednesday,8,2,Q1,2024,Paid Social,Paid,BF_Retargeting_Nov,facebook,paid_social,1,4,1,0,First Touch,0,New Customer,Europe,Mobile,123,3,0,1.5655,0,0,,,0.0,0.0,0
TP-0001853,CUST-00577,SESS-CUST-00577-2,JRN-CUST-00577,2024-02-22,2024-02-22 00:00:00,0.0,Thursday,8,2,Q1,2024,Email,Owned,Win_Back_Campaign,email,email,2,4,0,0,Mid Touch,1,New Customer,Europe,Desktop,58,4,0,0.0983,0,0,,,0.0,0.0,0
TP-0001854,CUST-00577,SESS-CUST-00577-3,JRN-CUST-00577,2024-02-23,2024-02-23 00:00:00,0.0,Friday,8,2,Q1,2024,SEO/Organic,Earned,Blog_Traffic,organic,organic,3,4,0,0,Mid Touch,3,New Customer,Europe,Mobile,199,2,0,0.0,0,0,,,0.0,0.0,0
TP-0001855,CUST-00577,SESS-CUST-00577-4,JRN-CUST-00577,2024-02-24,2024-02-24 00:00:00,0.0,Saturday,8,2,Q1,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,4,4,0,1,Last Touch,5,New Customer,Europe,Mobile,84,1,1,2.2258,0,0,,,0.0,0.0,0
TP-0001856,CUST-00578,SESS-CUST-00578-1,JRN-CUST-00578,2024-04-11,2024-04-11 00:00:00,0.0,Thursday,15,4,Q2,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,1,2,1,0,First Touch,0,New Customer,North America,Mobile,62,4,0,6.55,0,0,,,0.0,0.0,0
TP-0001857,CUST-00578,SESS-CUST-00578-2,JRN-CUST-00578,2024-04-11,2024-04-11 00:00:00,0.0,Thursday,15,4,Q2,2024,Paid Social,Paid,Spring_Sale_Mar,facebook,paid_social,2,2,0,1,Last Touch,1,New Customer,North America,Mobile,138,4,0,1.527,0,0,,,0.0,0.0,0
TP-0001858,CUST-00579,SESS-CUST-00579-1,JRN-CUST-00579,2024-08-06,2024-08-06 00:00:00,0.0,Tuesday,32,8,Q3,2024,Display,Paid,Retargeting_Display,display,display,1,6,1,0,First Touch,0,New Customer,North America,Mobile,36,1,1,0.6862,0,0,,,0.0,0.0,0
TP-0001859,CUST-00579,SESS-CUST-00579-2,JRN-CUST-00579,2024-08-06,2024-08-06 00:00:00,0.0,Tuesday,32,8,Q3,2024,Email,Owned,Win_Back_Campaign,email,email,2,6,0,0,Mid Touch,0,New Customer,North America,Mobile,123,4,0,0.1628,0,0,,,0.0,0.0,0
TP-0001860,CUST-00579,SESS-CUST-00579-3,JRN-CUST-00579,2024-08-06,2024-08-06 00:00:00,0.0,Tuesday,32,8,Q3,2024,Display,Paid,Prospecting_Display,display,display,3,6,0,0,Mid Touch,0,New Customer,North America,Mobile,37,2,0,0.2874,0,0,,,0.0,0.0,0
TP-0001861,CUST-00579,SESS-CUST-00579-4,JRN-CUST-00579,2024-08-06,2024-08-06 00:00:00,0.0,Tuesday,32,8,Q3,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,4,6,0,0,Mid Touch,0,New Customer,North America,Mobile,125,3,0,2.5992,0,0,,,0.0,0.0,0
TP-0001862,CUST-00579,SESS-CUST-00579-5,JRN-CUST-00579,2024-08-06,2024-08-06 00:00:00,0.0,Tuesday,32,8,Q3,2024,Display,Paid,Retargeting_Display,display,display,5,6,0,0,Mid Touch,0,New Customer,North America,Mobile,52,5,0,0.5365,0,0,,,0.0,0.0,0
TP-0001863,CUST-00579,SESS-CUST-00579-6,JRN-CUST-00579,2024-08-06,2024-08-06 00:00:00,0.0,Tuesday,32,8,Q3,2024,Email,Owned,Welcome_Series,email,email,6,6,0,1,Last Touch,1,New Customer,North America,Mobile,217,3,0,0.0645,0,0,,,0.0,0.0,0
TP-0001864,CUST-00580,SESS-CUST-00580-1,JRN-CUST-00580,2024-11-02,2024-11-02 00:00:00,0.0,Saturday,44,11,Q4,2024,Paid Social,Paid,Back_to_School_Aug,facebook,paid_social,1,3,1,0,First Touch,0,Returning Customer,Latin America,Mobile,49,1,1,1.657,0,1,2024-11-09,7.0,0.0,79.38,0
TP-0001865,CUST-00580,SESS-CUST-00580-2,JRN-CUST-00580,2024-11-05,2024-11-05 00:00:00,0.0,Tuesday,45,11,Q4,2024,Paid Social,Paid,Summer_Launch_Jun,facebook,paid_social,2,3,0,0,Mid Touch,3,Returning Customer,Latin America,Mobile,69,1,1,2.0947,0,1,2024-11-09,7.0,0.0,79.38,0
TP-0001866,CUST-00580,SESS-CUST-00580-3,JRN-CUST-00580,2024-11-07,2024-11-07 00:00:00,0.0,Thursday,45,11,Q4,2024,Email,Owned,Welcome_Series,email,email,3,3,0,1,Last Touch,7,Returning Customer,Latin America,Mobile,218,4,0,0.2472,1,1,2024-11-09,7.0,79.38,79.38,0
TP-0001867,CUST-00581,SESS-CUST-00581-1,JRN-CUST-00581,2024-09-24,2024-09-24 00:00:00,0.0,Tuesday,39,9,Q3,2024,SEO/Organic,Earned,Organic_Search,organic,organic,1,2,1,0,First Touch,0,Loyal Customer,Middle East & Africa,Mobile,413,2,0,0.0,0,0,,,0.0,0.0,0
TP-0001868,CUST-00581,SESS-CUST-00581-2,JRN-CUST-00581,2024-09-24,2024-09-24 00:00:00,0.0,Tuesday,39,9,Q3,2024,Paid Search,Paid,Competitor_Conquest_Q3,google,cpc,2,2,0,1,Last Touch,1,Loyal Customer,Middle East & Africa,Desktop,122,2,0,2.9158,0,0,,,0.0,0.0,0
TP-0001869,CUST-00582,SESS-CUST-00582-1,JRN-CUST-00582,2024-03-14,2024-03-14 00:00:00,0.0,Thursday,11,3,Q1,2024,Paid Search,Paid,RLSA_Retargeting,google,cpc,1,3,1,0,First Touch,0,Loyal Customer,North America,Mobile,231,6,0,3.4314,0,0,,,0.0,0.0,0
TP-0001870,CUST-00582,SESS-CUST-00582-2,JRN-CUST-00582,2024-03-17,2024-03-17 00:00:00,0.0,Sunday,11,3,Q1,2024,Email,Owned,VIP_Exclusive,email,email,2,3,0,0,Mid Touch,5,Loyal Customer,North America,Mobile,212,3,0,0.0934,0,0,,,0.0,0.0,0
TP-0001871,CUST-00582,SESS-CUST-00582-3,JRN-CUST-00582,2024-03-20,2024-03-20 00:00:00,0.0,Wednesday,12,3,Q1,2024,Display,Paid,YouTube_Preroll,display,display,3,3,0,1,Last Touch,11,Loyal Customer,North America,Desktop,50,6,0,0.4555,0,0,,,0.0,0.0,0
TP-0001872,CUST-00583,SESS-CUST-00583-1,JRN-CUST-00583,2024-04-14,2024-04-14 00:00:00,0.0,Sunday,15,4,Q2,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,1,1,1,1,First Touch,0,Returning Customer,Europe,Desktop,54,3,0,5.3422,0,0,,,0.0,0.0,0
TP-0001873,CUST-00584,SESS-CUST-00584-1,JRN-CUST-00584,2024-04-18,2024-04-18 00:00:00,0.0,Thursday,16,4,Q2,2024,Display,Paid,Retargeting_Display,display,display,1,5,1,0,First Touch,0,Loyal Customer,North America,Mobile,49,4,0,0.471,0,0,,,0.0,0.0,0
TP-0001874,CUST-00584,SESS-CUST-00584-2,JRN-CUST-00584,2024-04-19,2024-04-19 00:00:00,0.0,Friday,16,4,Q2,2024,Email,Owned,Weekly_Newsletter,email,email,2,5,0,0,Mid Touch,1,Loyal Customer,North America,Desktop,289,3,0,0.1638,0,0,,,0.0,0.0,0
TP-0001875,CUST-00584,SESS-CUST-00584-3,JRN-CUST-00584,2024-04-20,2024-04-20 00:00:00,0.0,Saturday,16,4,Q2,2024,Paid Social,Paid,Valentine_Feb,facebook,paid_social,3,5,0,0,Mid Touch,2,Loyal Customer,North America,Desktop,132,2,0,1.8098,0,0,,,0.0,0.0,0
TP-0001876,CUST-00584,SESS-CUST-00584-4,JRN-CUST-00584,2024-04-21,2024-04-21 00:00:00,0.0,Sunday,16,4,Q2,2024,Paid Search,Paid,Generic_Search_Q2,google,cpc,4,5,0,0,Mid Touch,3,Loyal Customer,North America,Desktop,233,1,1,4.2904,0,0,,,0.0,0.0,0
TP-0001877,CUST-00584,SESS-CUST-00584-5,JRN-CUST-00584,2024-04-22,2024-04-22 00:00:00,0.0,Monday,17,4,Q2,2024,Paid Social,Paid,Back_to_School_Aug,facebook,paid_social,5,5,0,1,Last Touch,5,Loyal Customer,North America,Desktop,84,1,1,2.0327,0,0,,,0.0,0.0,0
TP-0001878,CUST-00585,SESS-CUST-00585-1,JRN-CUST-00585,2024-05-29,2024-05-29 00:00:00,0.0,Wednesday,22,5,Q2,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,1,1,1,1,First Touch,0,VIP Customer,Europe,Tablet,53,4,0,5.1567,1,1,2024-06-07,10.0,421.37,421.37,0
TP-0001879,CUST-00586,SESS-CUST-00586-1,JRN-CUST-00586,2024-01-14,2024-01-14 00:00:00,0.0,Sunday,2,1,Q1,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,1,1,1,1,First Touch,0,New Customer,Europe,Mobile,60,5,0,1.6769,0,0,,,0.0,0.0,0
TP-0001880,CUST-00587,SESS-CUST-00587-1,JRN-CUST-00587,2024-01-20,2024-01-20 00:00:00,0.0,Saturday,3,1,Q1,2024,SEO/Organic,Earned,Blog_Traffic,organic,organic,1,2,1,0,First Touch,0,Loyal Customer,North America,Mobile,127,1,1,0.0,0,0,,,0.0,0.0,0
TP-0001881,CUST-00587,SESS-CUST-00587-2,JRN-CUST-00587,2024-01-23,2024-01-23 00:00:00,0.0,Tuesday,4,1,Q1,2024,Paid Social,Paid,Awareness_Jan,facebook,paid_social,2,2,0,1,Last Touch,8,Loyal Customer,North America,Desktop,126,2,0,1.8866,0,0,,,0.0,0.0,0
TP-0001882,CUST-00588,SESS-CUST-00588-1,JRN-CUST-00588,2024-03-31,2024-03-31 00:00:00,0.0,Sunday,13,3,Q1,2024,SEO/Organic,Earned,Organic_Search,organic,organic,1,2,1,0,First Touch,0,New Customer,Europe,Desktop,398,3,0,0.0,0,1,2024-04-03,3.0,0.0,95.09,0
TP-0001883,CUST-00588,SESS-CUST-00588-2,JRN-CUST-00588,2024-04-01,2024-04-01 00:00:00,0.0,Monday,14,4,Q2,2024,Paid Search,Paid,Competitor_Conquest_Q3,google,cpc,2,2,0,1,Last Touch,3,New Customer,Europe,Mobile,111,7,0,3.872,1,1,2024-04-03,3.0,95.09,95.09,0
TP-0001884,CUST-00589,SESS-CUST-00589-1,JRN-CUST-00589,2024-08-29,2024-08-29 00:00:00,0.0,Thursday,35,8,Q3,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,1,2,1,0,First Touch,0,New Customer,Asia Pacific,Mobile,23,1,1,2.1583,0,1,2024-09-02,5.0,0.0,97.98,0
TP-0001885,CUST-00589,SESS-CUST-00589-2,JRN-CUST-00589,2024-08-30,2024-08-30 00:00:00,0.0,Friday,35,8,Q3,2024,Display,Paid,YouTube_Preroll,display,display,2,2,0,1,Last Touch,5,New Customer,Asia Pacific,Desktop,43,4,0,0.6628,1,1,2024-09-02,5.0,97.98,97.98,0
TP-0001886,CUST-00590,SESS-CUST-00590-1,JRN-CUST-00590,2024-02-11,2024-02-11 00:00:00,0.0,Sunday,6,2,Q1,2024,Paid Social,Paid,Valentine_Feb,facebook,paid_social,1,2,1,0,First Touch,0,New Customer,North America,Mobile,89,2,0,1.2218,0,0,,,0.0,0.0,0
TP-0001887,CUST-00590,SESS-CUST-00590-2,JRN-CUST-00590,2024-02-15,2024-02-15 00:00:00,0.0,Thursday,7,2,Q1,2024,Influencer,Paid,Lifestyle_Q3,influencer,influencer,2,2,0,1,Last Touch,6,New Customer,North America,Tablet,79,4,0,3.5092,0,0,,,0.0,0.0,0
TP-0001888,CUST-00591,SESS-CUST-00591-1,JRN-CUST-00591,2024-02-14,2024-02-14 00:00:00,0.0,Wednesday,7,2,Q1,2024,Direct,Earned,Direct_Traffic,direct,none,1,5,1,0,First Touch,0,VIP Customer,North America,Mobile,250,2,0,0.0,0,0,,,0.0,0.0,0
TP-0001889,CUST-00591,SESS-CUST-00591-2,JRN-CUST-00591,2024-02-14,2024-02-14 00:00:00,0.0,Wednesday,7,2,Q1,2024,Paid Social,Paid,Awareness_Jan,facebook,paid_social,2,5,0,0,Mid Touch,1,VIP Customer,North America,Mobile,94,2,0,2.1416,0,0,,,0.0,0.0,0
TP-0001890,CUST-00591,SESS-CUST-00591-3,JRN-CUST-00591,2024-02-15,2024-02-15 00:00:00,0.0,Thursday,7,2,Q1,2024,Paid Social,Paid,BF_Retargeting_Nov,facebook,paid_social,3,5,0,0,Mid Touch,2,VIP Customer,North America,Mobile,129,5,0,1.7511,0,0,,,0.0,0.0,0
TP-0001891,CUST-00591,SESS-CUST-00591-4,JRN-CUST-00591,2024-02-16,2024-02-16 00:00:00,0.0,Friday,7,2,Q1,2024,Paid Search,Paid,Brand_Keywords_Q4,google,cpc,4,5,0,0,Mid Touch,3,VIP Customer,North America,Mobile,151,3,0,2.6147,0,0,,,0.0,0.0,0
TP-0001892,CUST-00591,SESS-CUST-00591-5,JRN-CUST-00591,2024-02-17,2024-02-17 00:00:00,0.0,Saturday,7,2,Q1,2024,Influencer,Paid,Macro_Q1,influencer,influencer,5,5,0,1,Last Touch,4,VIP Customer,North America,Desktop,78,3,0,2.6701,0,0,,,0.0,0.0,0
TP-0001893,CUST-00592,SESS-CUST-00592-1,JRN-CUST-00592,2024-11-23,2024-11-23 00:00:00,0.0,Saturday,47,11,Q4,2024,Direct,Earned,Bookmark_Return,direct,none,1,7,1,0,First Touch,0,Returning Customer,Latin America,Mobile,190,1,1,0.0,0,1,2024-11-30,7.0,0.0,61.61,0
TP-0001894,CUST-00592,SESS-CUST-00592-2,JRN-CUST-00592,2024-11-24,2024-11-24 00:00:00,0.0,Sunday,47,11,Q4,2024,Display,Paid,,display,display,2,7,0,0,Mid Touch,1,Returning Customer,Latin America,Mobile,47,2,0,0.6687,0,1,2024-11-30,7.0,0.0,61.61,0
TP-0001895,CUST-00592,SESS-CUST-00592-3,JRN-CUST-00592,2024-11-25,2024-11-25 00:00:00,0.0,Monday,48,11,Q4,2024,Paid Search,Paid,Competitor_Conquest_Q3,google,cpc,3,7,0,0,Mid Touch,2,Returning Customer,Latin America,Mobile,163,4,0,3.0207,0,1,2024-11-30,7.0,0.0,61.61,0
TP-0001896,CUST-00592,SESS-CUST-00592-4,JRN-CUST-00592,2024-11-26,2024-11-26 00:00:00,0.0,Tuesday,48,11,Q4,2024,Paid Search,Paid,Brand_Keywords_Q4,google,cpc,4,7,0,0,Mid Touch,3,Returning Customer,Latin America,Mobile,180,4,0,1.5096,0,1,2024-11-30,7.0,0.0,61.61,0
TP-0001897,CUST-00592,SESS-CUST-00592-5,JRN-CUST-00592,2024-11-27,2024-11-27 00:00:00,0.0,Wednesday,48,11,Q4,2024,SEO/Organic,Earned,Organic_Search,organic,organic,5,7,0,0,Mid Touch,4,Returning Customer,Latin America,Mobile,210,4,0,0.0,0,1,2024-11-30,7.0,0.0,61.61,0
TP-0001898,CUST-00592,SESS-CUST-00592-6,JRN-CUST-00592,2024-11-28,2024-11-28 00:00:00,0.0,Thursday,48,11,Q4,2024,Paid Search,Paid,,google,cpc,6,7,0,0,Mid Touch,5,Returning Customer,Latin America,Mobile,259,1,1,2.5447,0,1,2024-11-30,7.0,0.0,61.61,0
TP-0001899,CUST-00592,SESS-CUST-00592-7,JRN-CUST-00592,2024-11-29,2024-11-29 00:00:00,0.0,Friday,48,11,Q4,2024,Email,Owned,Abandoned_Cart,email,email,7,7,0,1,Last Touch,7,Returning Customer,Latin America,Desktop,420,1,1,0.1209,1,1,2024-11-30,7.0,61.61,61.61,0
TP-0001900,CUST-00593,SESS-CUST-00593-1,JRN-CUST-00593,2024-03-15,2024-03-15 00:00:00,0.0,Friday,11,3,Q1,2024,Email,Owned,Post_Purchase,email,email,1,4,1,0,First Touch,0,Loyal Customer,Europe,Mobile,299,5,0,0.2339,0,1,2024-03-24,9.0,0.0,199.66,0
TP-0001901,CUST-00593,SESS-CUST-00593-2,JRN-CUST-00593,2024-03-18,2024-03-18 00:00:00,0.0,Monday,12,3,Q1,2024,Paid Social,Paid,Back_to_School_Aug,facebook,paid_social,2,4,0,0,Mid Touch,3,Loyal Customer,Europe,Tablet,74,5,0,1.1736,0,1,2024-03-24,9.0,0.0,199.66,0
TP-0001902,CUST-00593,SESS-CUST-00593-3,JRN-CUST-00593,2024-03-20,2024-03-20 00:00:00,0.0,Wednesday,12,3,Q1,2024,Paid Search,Paid,Competitor_Conquest_Q3,google,cpc,3,4,0,0,Mid Touch,6,Loyal Customer,Europe,,316,3,0,2.4823,0,1,2024-03-24,9.0,0.0,199.66,0
TP-0001903,CUST-00593,SESS-CUST-00593-4,JRN-CUST-00593,2024-03-22,2024-03-22 00:00:00,0.0,Friday,12,3,Q1,2024,Paid Social,Paid,Back_to_School_Aug,facebook,paid_social,4,4,0,1,Last Touch,9,Loyal Customer,Europe,Mobile,169,5,0,1.6061,1,1,2024-03-24,9.0,199.66,199.66,0
TP-0001904,CUST-00594,SESS-CUST-00594-1,JRN-CUST-00594,2024-11-05,2024-11-05 00:00:00,0.0,Tuesday,45,11,Q4,2024,SEO/Organic,Earned,Organic_Search,organic,organic,1,4,1,0,First Touch,0,New Customer,North America,Desktop,474,4,0,0.0,0,0,,,0.0,0.0,0
TP-0001905,CUST-00594,SESS-CUST-00594-2,JRN-CUST-00594,2024-11-06,2024-11-06 00:00:00,0.0,Wednesday,45,11,Q4,2024,Paid Search,Paid,RLSA_Retargeting,google,cpc,2,4,0,0,Mid Touch,6,New Customer,North America,Mobile,80,2,0,3.1195,0,0,,,0.0,0.0,0
TP-0001906,CUST-00594,SESS-CUST-00594-3,JRN-CUST-00594,2024-11-11,2024-11-11 00:00:00,0.0,Monday,46,11,Q4,2024,Paid Search,Paid,Competitor_Conquest_Q3,google,cpc,3,4,0,0,Mid Touch,12,New Customer,North America,Desktop,158,3,0,2.1587,0,0,,,0.0,0.0,0
TP-0001907,CUST-00594,SESS-CUST-00594-4,JRN-CUST-00594,2024-11-17,2024-11-17 00:00:00,,Sunday,46,11,Q4,2024,Paid Search,Paid,RLSA_Retargeting,google,cpc,4,4,0,1,Last Touch,18,New Customer,North America,Desktop,134,1,1,2.2759,0,0,,,0.0,0.0,0
TP-0001908,CUST-00595,SESS-CUST-00595-1,JRN-CUST-00595,2024-08-23,2024-08-23 00:00:00,0.0,Friday,34,8,Q3,2024,Direct,Earned,Bookmark_Return,direct,none,1,4,1,0,First Touch,0,Lapsed Customer,Asia Pacific,Mobile,214,2,0,0.0,0,0,,,0.0,0.0,0
TP-0001909,CUST-00595,SESS-CUST-00595-2,JRN-CUST-00595,2024-08-23,2024-08-23 00:00:00,0.0,Friday,34,8,Q3,2024,Paid Search,Paid,Competitor_Conquest_Q3,google,cpc,2,4,0,0,Mid Touch,0,Lapsed Customer,Asia Pacific,Mobile,172,4,0,4.2219,0,0,,,0.0,0.0,0
TP-0001910,CUST-00595,SESS-CUST-00595-3,JRN-CUST-00595,2024-08-23,2024-08-23 00:00:00,0.0,Friday,34,8,Q3,2024,Email,Owned,Abandoned_Cart,email,email,3,4,0,0,Mid Touch,0,Lapsed Customer,Asia Pacific,Mobile,251,1,1,0.1787,0,0,,,0.0,0.0,0
TP-0001911,CUST-00595,SESS-CUST-00595-4,JRN-CUST-00595,2024-08-23,2024-08-23 00:00:00,0.0,Friday,34,8,Q3,2024,Display,Paid,Prospecting_Display,display,display,4,4,0,1,Last Touch,1,Lapsed Customer,Asia Pacific,Tablet,33,2,0,0.6111,0,0,,,0.0,0.0,0
TP-0001912,CUST-00596,SESS-CUST-00596-1,JRN-CUST-00596,2024-07-11,2024-07-11 00:00:00,0.0,Thursday,28,7,Q3,2024,Paid Search,Paid,RLSA_Retargeting,google,cpc,1,4,1,0,First Touch,0,New Customer,North America,Desktop,164,4,0,2.1999,0,0,,,0.0,0.0,0
TP-0001913,CUST-00596,SESS-CUST-00596-2,JRN-CUST-00596,2024-07-12,2024-07-12 00:00:00,0.0,Friday,28,7,Q3,2024,Display,Paid,Retargeting_Display,display,display,2,4,0,0,Mid Touch,2,New Customer,North America,Mobile,45,2,0,0.2643,0,0,,,0.0,0.0,0
TP-0001914,CUST-00596,SESS-CUST-00596-3,JRN-CUST-00596,2024-07-14,2024-07-14 00:00:00,0.0,Sunday,28,7,Q3,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,3,4,0,0,Mid Touch,4,New Customer,North America,Mobile,227,2,0,3.6976,0,0,,,0.0,0.0,0
TP-0001915,CUST-00596,SESS-CUST-00596-4,JRN-CUST-00596,2024-07-15,2024-07-15 00:00:00,0.0,Monday,29,7,Q3,2024,Paid Social,Paid,Valentine_Feb,facebook,paid_social,4,4,0,1,Last Touch,6,New Customer,North America,Desktop,99,2,0,1.1814,0,0,,,0.0,0.0,0
TP-0001916,CUST-00597,SESS-CUST-00597-1,JRN-CUST-00597,2024-02-29,2024-02-29 00:00:00,0.0,Thursday,9,2,Q1,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,1,3,1,0,First Touch,0,New Customer,North America,Mobile,154,3,0,2.6952,0,0,,,0.0,0.0,0
TP-0001917,CUST-00597,SESS-CUST-00597-2,JRN-CUST-00597,2024-03-04,2024-03-04 00:00:00,0.0,Monday,10,3,Q1,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,2,3,0,0,Mid Touch,5,New Customer,North America,Mobile,78,2,0,4.6229,0,0,,,0.0,0.0,0
TP-0001918,CUST-00597,SESS-CUST-00597-3,JRN-CUST-00597,2024-03-09,2024-03-09 00:00:00,0.0,Saturday,10,3,Q1,2024,Paid Social,Paid,Awareness_Jan,facebook,paid_social,3,3,0,1,Last Touch,11,New Customer,North America,Mobile,102,5,0,1.171,0,0,,,0.0,0.0,0
TP-0001919,CUST-00598,SESS-CUST-00598-1,JRN-CUST-00598,2024-05-26,2024-05-26 00:00:00,0.0,Sunday,21,5,Q2,2024,SEO/Organic,Earned,Organic_Search,organic,organic,1,2,1,0,First Touch,0,Returning Customer,Europe,Mobile,209,2,0,0.0,0,1,2024-05-31,7.0,0.0,98.08,0
TP-0001920,CUST-00598,SESS-CUST-00598-2,JRN-CUST-00598,2024-05-29,2024-05-29 00:00:00,0.0,Wednesday,22,5,Q2,2024,Paid Search,Paid,Brand_Keywords_Q4,google,cpc,2,2,0,1,Last Touch,7,Returning Customer,Europe,Desktop,189,2,0,4.1339,1,1,2024-05-31,7.0,98.08,98.08,0
TP-0001921,CUST-00599,SESS-CUST-00599-1,JRN-CUST-00599,2024-10-16,2024-10-16 00:00:00,0.0,Wednesday,42,10,Q4,2024,Email,Owned,Welcome_Series,email,email,1,5,1,0,First Touch,0,New Customer,Asia Pacific,Mobile,286,4,0,0.0657,0,0,,,0.0,0.0,0
TP-0001922,CUST-00599,SESS-CUST-00599-2,JRN-CUST-00599,2024-10-17,2024-10-17 00:00:00,0.0,Thursday,42,10,Q4,2024,Paid Social,Paid,Spring_Sale_Mar,facebook,paid_social,2,5,0,0,Mid Touch,1,New Customer,Asia Pacific,Tablet,120,5,0,1.0004,0,0,,,0.0,0.0,0
TP-0001923,CUST-00599,SESS-CUST-00599-3,JRN-CUST-00599,2024-10-18,2024-10-18 00:00:00,0.0,Friday,42,10,Q4,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,3,5,0,0,Mid Touch,3,New Customer,Asia Pacific,Tablet,123,2,0,2.3483,0,0,,,0.0,0.0,0
TP-0001924,CUST-00599,SESS-CUST-00599-4,JRN-CUST-00599,2024-10-20,2024-10-20 00:00:00,0.0,Sunday,42,10,Q4,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,4,5,0,0,Mid Touch,5,New Customer,Asia Pacific,Mobile,75,6,0,4.6792,0,0,,,0.0,0.0,0
TP-0001925,CUST-00599,SESS-CUST-00599-5,JRN-CUST-00599,2024-10-21,2024-10-21 00:00:00,0.0,Monday,43,10,Q4,2024,Email,Owned,Welcome_Series,email,email,5,5,0,1,Last Touch,7,New Customer,Asia Pacific,Mobile,47,4,0,0.2147,0,0,,,0.0,0.0,0
TP-0001926,CUST-00600,SESS-CUST-00600-1,JRN-CUST-00600,2024-10-05,2024-10-05 00:00:00,0.0,Saturday,40,10,Q4,2024,Influencer,Paid,Macro_Q1,influencer,influencer,1,3,1,0,First Touch,0,VIP Customer,North America,Desktop,19,5,0,3.9025,0,1,2024-10-17,12.0,0.0,458.05,0
TP-0001927,CUST-00600,SESS-CUST-00600-2,JRN-CUST-00600,2024-10-12,2024-10-12 00:00:00,0.0,Saturday,41,10,Q4,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,2,3,0,0,Mid Touch,6,VIP Customer,North America,Desktop,122,4,0,2.4074,0,1,2024-10-17,12.0,0.0,458.05,0
TP-0001928,CUST-00600,SESS-CUST-00600-3,JRN-CUST-00600,2024-10-13,2024-10-13 00:00:00,0.0,Sunday,41,10,Q4,2024,SEO/Organic,Earned,Product_Page_SEO,organic,organic,3,3,0,1,Last Touch,12,VIP Customer,North America,Mobile,338,7,0,0.0,1,1,2024-10-17,12.0,458.05,458.05,0
TP-0001929,CUST-00601,SESS-CUST-00601-1,JRN-CUST-00601,2024-02-26,2024-02-26 00:00:00,0.0,Monday,9,2,Q1,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,1,2,1,0,First Touch,0,New Customer,Asia Pacific,Desktop,56,1,1,5.391,0,0,,,0.0,0.0,0
TP-0001930,CUST-00601,SESS-CUST-00601-2,JRN-CUST-00601,2024-02-27,2024-02-27 00:00:00,0.0,Tuesday,9,2,Q1,2024,Direct,Earned,Bookmark_Return,direct,none,2,2,0,1,Last Touch,2,New Customer,Asia Pacific,Mobile,206,1,1,0.0,0,0,,,0.0,0.0,0
TP-0001931,CUST-00602,SESS-CUST-00602-1,JRN-CUST-00602,2024-03-15,2024-03-15 00:00:00,0.0,Friday,11,3,Q1,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,1,2,1,0,First Touch,0,New Customer,Europe,Mobile,137,1,1,2.2386,0,0,,,0.0,0.0,0
TP-0001932,CUST-00602,SESS-CUST-00602-2,JRN-CUST-00602,2024-03-18,2024-03-18 00:00:00,0.0,Monday,12,3,Q1,2024,Paid Social,Paid,Summer_Launch_Jun,facebook,paid_social,2,2,0,1,Last Touch,5,New Customer,Europe,Tablet,77,4,0,1.8744,0,0,,,0.0,0.0,0
TP-0001933,CUST-00603,SESS-CUST-00603-1,JRN-CUST-00603,2024-03-17,2024-03-17 00:00:00,0.0,Sunday,11,3,Q1,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,1,2,1,0,First Touch,0,Loyal Customer,Europe,Desktop,54,1,1,5.4788,0,0,,,0.0,0.0,0
